158,广西-北海
159,广西-南宁
160,广西-崇左
161,广西-来宾
162,广西-柳州
163,广西-桂林
164,广西-梧州
165,广西-河池
166,广西-玉林
167,广西-百色
168,广西-贵港
169,广西-贺州
170,广西-钦州
171,广西-防城港
172,新疆-乌鲁木齐
173,新疆-五家渠
174,新疆-伊犁州
175,新疆-克孜勒苏州
176,新疆-克拉玛依
177,新疆-博尔塔拉州
178,新疆-吐鲁番地区
179,新疆-和田地区
180,新疆-哈密地区
181,新疆-喀什地区
182,新疆-图木舒克
183,新疆-塔城地区
184,新疆-巴音郭楞
185,新疆-昌吉州
186,新疆-石河子
187,新疆-阿克苏地区
188,新疆-阿勒泰地区
189,新疆-阿拉尔
190,江苏-南京
191,江苏-南通
192,江苏-宿迁
193,江苏-常州
194,江苏-徐州
195,江苏-扬州
196,江苏-无锡
197,江苏-泰州
198,江苏-淮安
199,江苏-苏州
200,江苏-连云港
201,江苏-镇江
202,江西-上饶
203,江西-九江
204,江西-南昌
205,江西-吉安
206,江西-宜春
207,江西-抚州
208,江西-新余
209,江西-景德镇
210,江西-萍乡
211,江西-赣州
212,江西-鹰潭
213,河北-保定
214,河北-唐山
215,河北-廊坊
216,河北-张家口
217,河北-承德
218,河北-沧州
219,河北-石家庄
220,河北-秦皇岛
221,河北-衡水
222,河北-邢台
223,河北-邯郸
224,河南-三门峡
225,河南-信阳
226,河南-南阳
227,河南-周口
228,河南-商丘
229,河南-安阳
230,河南-平顶山
231,河南-开封
232,河南-新乡
233,河南-洛阳
234,河南-漯河
235,河南-濮阳
236,河南-焦作
237,河南-许昌
238,河南-郑州
239,河南-驻马店
240,河南-鹤壁
241,浙江-丽水
242,浙江-台州
243,浙江-嘉兴
244,浙江-宁波
245,浙江-杭州
246,浙江-温州
247,浙江-湖州
248,浙江-绍兴
249,浙江-舟山
250,浙江-衢州
251,浙江-金华
252,海南-万宁
253,海南-三亚
254,海南-东方
255,海南-临高
256,海南-乐东
257,海南-五指山
258,海南-保亭
259,海南-儋州
260,海南-定安
261,海南-屯昌
262,海南-文昌
263,海南-昌江
264,海南-海口
265,海南-澄迈
266,海南-琼中
267,海南-琼海
268,海南-白沙
269,海南-陵水
270,湖北-仙桃
271,湖北-十堰
272,湖北-咸宁
273,湖北-天门
274,湖北-孝感
275,湖北-宜昌
276,湖北-恩施
277,湖北-武汉
278,湖北-潜江
279,湖北-神农架林区
280,湖北-荆州
281,湖北-荆门
282,湖北-襄樊
283,湖北-鄂州
284,湖北-随州
285,湖北-黄冈
286,湖北-黄石
287,湖南-娄底
288,湖南-岳阳
289,湖南-常德
290,湖南-张家界
291,湖南-怀化
292,湖南-株洲
293,湖南-永州
294,湖南-湘潭
295,湖南-湘西州
296,湖南-益阳
297,湖南-衡阳
298,湖南-邵阳
299,湖南-郴州
300,湖南-长沙
301,甘肃-临夏州
302,甘肃-兰州
303,甘肃-嘉峪关
304,甘肃-天水
305,甘肃-定西
306,甘肃-平凉
307,甘肃-庆阳
308,甘肃-张掖
309,甘肃-武威
310,甘肃-甘南州
311,甘肃-白银
312,甘肃-酒泉
313,甘肃-金昌
314,甘肃-陇南
315,直辖市-上海
316,直辖市-北京
317,直辖市-天津
318,直辖市-重庆
319,直辖市-香港
320,福建-三明
321,福建-南平
322,福建-厦门
323,福建-宁德
324,福建-泉州
325,福建-漳州
326,福建-福州
327,福建-莆田
328,福建-龙岩
329,西藏-山南地区
330,西藏-拉萨
331,西藏-日喀则地区
332,西藏-昌都地区
333,西藏-林芝地区
334,西藏-那曲地区
335,西藏-阿里地区
336,贵州-六盘水
337,贵州-安顺
338,贵州-毕节地区
339,贵州-贵阳
340,贵州-遵义
341,贵州-铜仁地区
342,贵州-黔东南州
343,贵州-黔南州
344,贵州-黔西南州
345,辽宁-丹东
346,辽宁-大连
347,辽宁-抚顺
348,辽宁-朝阳
349,辽宁-本溪
350,辽宁-沈阳
351,辽宁-盘锦
352,辽宁-营口
353,辽宁-葫芦岛
354,辽宁-辽阳
355,辽宁-铁岭
356,辽宁-锦州
357,辽宁-阜新
358,辽宁-鞍山
359,陕西-咸阳
360,陕西-商洛
361,陕西-安康
362,陕西-宝鸡
363,陕西-延安
364,陕西-榆林
365,陕西-汉中
366,陕西-渭南
367,陕西-西安
368,陕西-铜川
369,青海-果洛州
370,青海-海东地区
371,青海-海北州
372,青海-海南州
373,青海-海西州
374,青海-玉树州
375,青海-西宁
376,青海-黄南州
377,黑龙江-七台河
378,黑龙江-伊春
379,黑龙江-佳木斯
380,黑龙江-双鸭山
381,黑龙江-哈尔滨
382,黑龙江-大兴安岭地区
383,黑龙江-大庆
384,黑龙江-牡丹江
385,黑龙江-绥化
386,黑龙江-鸡西
387,黑龙江-鹤岗
388,黑龙江-黑河
389,黑龙江-齐齐哈尔
